blind_id,repository,issue_number,title,previous_gold_primary_failure,v2_gold_primary_failure,source,changed
EGNF1000-0778-b65113df,jax-ml/jax,34512,Unsupported ROCm Tests `tests/fused_attention_stablehlo_test.py`,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0779-45f9efc9,jax-ml/jax,35930,Document constant folding of jnp.arange,not_numerical_failure,not_numerical_failure,audit_119,false
EGNF1000-0781-b2b5ad54,pytorch/pytorch,176975,DISABLED test_nan_assert_float8_e5m2 (__main__.ProcessGroupNCCLGroupTest),dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0782-ef06f89e,pytorch/pytorch,177006,DISABLED test_nan_assert_float32 (__main__.ProcessGroupNCCLGroupTest),not_numerical_failure,dtype_casting,adjudication_300,true
EGNF1000-0783-55e18c5b,pytorch/pytorch,177007,DISABLED test_nan_assert_float8_e4m3fn (__main__.ProcessGroupNCCLGroupTest),dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0790-a5d860eb,triton-lang/triton,9247,Feature Request: Optional 64-bit indexing for block pointer offsets,performance_only,not_numerical_failure,adjudication_300,true
EGNF1000-0796-dbcc370b,numba/numba,3898,np.ediff1d stricter type checking than numpy,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0799-6769b448,jax-ml/jax,11478,Bogus gradient value from value_and_grad for committed DeviceArray on a multi-GPU host,not_numerical_failure,precision_tolerance,adjudication_300,true
EGNF1000-0807-f618dbc2,jax-ml/jax,29470,"`jit` compiled function overhead, help for PyTree registration",performance_only,performance_only,audit_119,false
EGNF1000-0809-8c029072,pytorch/pytorch,104698,Incorrect Error Message Ordering for nn.AdaptiveAvgPool2d with Incorrect output_size,not_numerical_failure,precision_tolerance,adjudication_300,true
EGNF1000-0816-8eed129a,pytorch/pytorch,153737,SystemError: PY_SSIZE_T_CLEAN macro must be defined for '#' formats - PyTorch compile fails with Python 3.12,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0818-189467a4,pytorch/pytorch,154947,[Inductor] why `TORCHINDUCTOR_MAX_AUTOTUNE_GEMM_BACKENDS=TRITON` does NOT work?,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0822-5c8abb5d,pytorch/pytorch,161132,The Inductor test suite test_torchinductor_opinfo was incorrectly disabled on all devices except CUDA.,not_numerical_failure,precision_tolerance,adjudication_300,true
EGNF1000-0830-7216e65d,pytorch/pytorch,174469,[RFC] Overview of Test Case Refactoring in PyTorch,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0831-e007e021,pytorch/pytorch,175058,torch.compile VRAM usage regression between 2.9.1 and 2.10.0,performance_only,crash_compile,adjudication_300,true
EGNF1000-0833-141a060e,pytorch/pytorch,178145,"Large fp32 discrepancy in LeNet5Fashion conv2 output on CUDA eager baseline, with similar error against both CUDA compile and CPU eager",crash_compile,crash_compile,adjudication_300,false
EGNF1000-0836-19f9c09a,pytorch/pytorch,181864,[Inductor] User kernel pointer arg with no `tl.load`/`tl.store` incorrectly eliminated when epilogue fusion enabled,crash_compile,precision_tolerance,adjudication_300,true
EGNF1000-0837-98351031,pytorch/pytorch,182446,Missing bounds check in round_size() causes zero-size block and double allocation,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0841-3b46b48f,rapidsai/cudf,13309,[DOC] dask-cudf starter example on docs page fails,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0843-54d5555b,rapidsai/cudf,15156,[BUG] Memcheck global read error in `DistinctJoinTest.IntegerInnerJoin`,not_numerical_failure,crash_compile,adjudication_300,true
EGNF1000-0852-8a1e9435,rapidsai/cudf,3719,"[BUG] dask groupby-aggregation results are missing keys, causing incorrect values",not_numerical_failure,precision_tolerance,adjudication_300,true
EGNF1000-0857-022ba166,rapidsai/cuml,5212,[BUG] Reduce memory footprint of mnmg kmeans,performance_only,performance_only,adjudication_300,false
EGNF1000-0860-9b12458d,rapidsai/cuml,7061,[Epic] Improve sklearn compatibility,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0863-760b7fec,triton-lang/triton,4219,cross-compile triton kernels with tools/compile.py,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0864-0eb251f5,apache/tvm,12630,[Bug] [Optimization] Incorrect results with optimization level 3 and 4,precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0866-28aa120e,jax-ml/jax,31626,pmap broken on 8 x NVIDIA L40s?,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0868-f1a0a577,jax-ml/jax,8853,host_callback primitives are not usable under xla.lower_fun,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0869-584b4190,pytorch/pytorch,178317,[inductor] Tolerances in test_remove_no_ops have to be lowered with native matmul,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0873-a6bc9fba,rapidsai/cuml,6910,[BUG] CUDA_ERROR_ILLEGAL_ADDRESS issue with cuML UMAP,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0874-daafc1ab,apache/tvm,5003,[VTA][Chisel] deploy classification not working when timer() is used,not_numerical_failure,crash_compile,audit_119,true
EGNF1000-0875-f49450f5,numba/numba,6067,Failure to spot runaway recursion,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0886-20090900,jax-ml/jax,31257,Simple missed compiler optimization?,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0890-e093321c,pytorch/pytorch,169392,hipblaslt insufficient MI300 TF32 accuracy for certain pytorch unit tests,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0892-40f0d8e8,pytorch/pytorch,18730,Numerical instability KL divergence RelaxedOneHotCategorical,crash_compile,precision_tolerance,adjudication_300,true
EGNF1000-0893-ad885b81,rapidsai/cuml,2933,[BUG] Sporadic KBinsDiscretizer pytests fail with quantile strategy,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0894-e9ac302e,rapidsai/cuml,3972,[BUG] cannot use local RAFT in get_raft.cmake for building cuML this support is broken,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0903-c608ae65,cupy/cupy,8261,`cupy.cuda.compile_with_cache` vs `cupy.RawModule`,precision_tolerance,not_numerical_failure,adjudication_300,true
EGNF1000-0905-a5c799ec,triton-lang/triton,7982,Bug: tt.dot_scaled fails with multi-CTA (num_ctas > 1),not_numerical_failure,crash_compile,adjudication_300,true
EGNF1000-0906-9b32a3b4,cupy/cupy,2334,Overflow warning in CI,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0907-a2cef793,cupy/cupy,2390,I recently change an entire codebase from numpy to cupy only to get an error saying: cupy can not run on a singly GPU. Please is there a way to run a on a single GPU?,overflow_underflow,not_numerical_failure,audit_119,true
EGNF1000-0908-a2ef7287,cupy/cupy,2438,Need more information on: unsatisfied condition: cuda >= 9.2,overflow_underflow,not_numerical_failure,audit_119,true
EGNF1000-0909-ed65cc53,cupy/cupy,2537,cupy.cuda.memory.OutOfMemoryError,overflow_underflow,crash_compile,audit_119,true
EGNF1000-0910-16ea18f0,cupy/cupy,4197,[Bug Fix] This is an error why I tried to check two columns,overflow_underflow,not_numerical_failure,audit_119,true
EGNF1000-0911-31c5366f,cupy/cupy,4608,original error: libcudart.so.10.2: cannot open shared object file: No such file or directory,overflow_underflow,crash_compile,audit_119,true
EGNF1000-0912-1d949622,cupy/cupy,4729,b,overflow_underflow,not_numerical_failure,audit_119,true
EGNF1000-0913-570b8eb7,cupy/cupy,5010,"cupyx.scipy.signal.convolve2d: cannot open source file ""utility""",overflow_underflow,crash_compile,audit_119,true
EGNF1000-0914-fb31ad98,cupy/cupy,5044,AttributeError: module 'cupy' has no attribute 'util',overflow_underflow,crash_compile,audit_119,true
EGNF1000-0915-c086819a,cupy/cupy,5503,Inconsistent behavior between numpy and cupy when handling shapes in array creation,overflow_underflow,not_numerical_failure,audit_119,true
EGNF1000-0916-b4ddc061,cupy/cupy,6047,cupyx.scipy.signal.convolve2d: integer overflow when using mixed dtypes,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0917-679d7779,cupy/cupy,8014,`argmax` overflows for large arrays,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0918-19d5d210,cupy/cupy,8633,Can't compile on Arch Linux with `cudnn 9.2.1.18` and cuda `12.6.1`,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0919-88e41cff,cupy/cupy,8731,Sparse CS Matrices: Index int32 dtype can overflow during concatenation,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0920-da5f7b97,jax-ml/jax,37006,`jnp.take_along_axis` fails to lower in Mosaic TPU,dtype_casting,crash_compile,adjudication_300,true
EGNF1000-0927-72bc4252,pytorch/pytorch,29528,Half precision cdist,not_numerical_failure,dtype_casting,adjudication_300,true
EGNF1000-0938-5b514bed,triton-lang/triton,9719,Host TensorDescriptor vs. device tensor descriptor creation not producing similar outputs,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0939-a805e084,apache/tvm,12373,[Bug] Misuse of reduce_axis,precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0944-4c50d62a,jax-ml/jax,30593,`jax.nn.dot_product_attention` cuDNN implementation only supports bias gradient when the batch size is 1 while cuDNN frontend attention documentation states that forward and backward conditions are the same.,dtype_casting,not_numerical_failure,adjudication_300,true
EGNF1000-0946-13e25b18,numba/numba,6465,PPC lowering error from changes on optimization passes,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0947-c623095b,pytorch/pytorch,183401,[inductor][cpu] resnet50_quantized_qat CPP wrapper torch._inductor.exc.InductorError: CppCompileError: C++ compile error in 2026-05-11 nightly release,performance_only,crash_compile,adjudication_300,true
EGNF1000-0949-b0380285,rapidsai/cuml,7705,[CI] Flaky SG_TSNE_TEST failure with BreastCancer dataset and KNN Barnes-Hut,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0956-fefca249,triton-lang/triton,4475,[Bug] Compiler error in 06-fused-attention.py,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0976-db0ca9f0,jax-ml/jax,34330,Avoid extraneous upcast in backwards pass of dot_general,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0993-da45fd5a,rapidsai/cuml,3311,[FEA] Add implementation for average precision recall score.,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0994-14243767,rapidsai/cuml,3580,[FEA] Support cuDF dataframes with Decimal dtype columns as input to estimators,performance_only,not_numerical_failure,adjudication_300,true
