root_cause_id,blind_id,repository,issue_number,title,issue_label,root_cause_label,fix_file_category,evidence_quote,confidence,provenance,coding_rationale
RC-EV-126,GNF-0048-07821d1f,cupy/cupy,2248,floating point errors,overflow_underflow,numerical_algorithm_or_tolerance,core_library,floating point errors Odd discrepancies for simple maths without overflow potential where there shouldn't really be disagreement ```bash nvidia-docker ru,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-127,GNF-0050-b61f01c8,rapidsai/cudf,20408,[BUG]: `IndexError` in `_decompose` when running pdsh query 17 with decimal data,dtype_casting,dtype_or_type_semantics,array_dtype_core,"DECIMAL128: 27>)>, 'round', (2, 'half_to_even'), Cast(<DataType(polars=Decimal(precision=None, scale=6), plc=<type_id",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-128,GNF-0052-c0b07407,jax-ml/jax,36886,shard_map + grad produces unexpected results on multi-device,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-129,GNF-0053-9d7e3d51,pytorch/pytorch,121226,input_data.to produce inconsistent results,nan_inf,numerical_algorithm_or_tolerance,core_library,ibe the bug The initial vector is a float tensor containing NaN,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-130,GNF-0054-d98d7afd,rapidsai/cudf,2543,"[BUG] dask_cudf, groupby mean is numerically instable",precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-131,GNF-0055-6da9303a,numba/numba,2011,improve cuda gufunc: multiple output arguments,not_numerical_failure,non_bug_feature_docs_support,core_library,The report is primarily a feature or design request rather than a numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-132,GNF-0056-d1d1b50f,triton-lang/triton,6748,pointer should use int64 as its latent operating data type by default to avoid overflow,overflow_underflow,dtype_or_type_semantics,array_dtype_core,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior.",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-133,GNF-0058-03a80045,triton-lang/triton,189,Low RTX20 tensor core performance,nan_inf,performance_or_resource_behavior,performance_resource,909891 NaN 1 768,low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-134,GNF-0063-a5f90bd9,pytorch/pytorch,142388,User-defined way to hook into Inductor autotuning (+ custom op),not_numerical_failure,non_bug_feature_docs_support,core_library,The report is primarily a feature or design request rather than a numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-135,GNF-0064-6c864f3b,triton-lang/triton,211,Comparison with @jax.jit?,not_numerical_failure,non_bug_feature_docs_support,core_library,The issue does not show an explicit numerical correctness failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-136,GNF-0065-e81a8790,numba/numba,10412,sum and np.sum() algorithm needs to catch up to improved upstream precision,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"sum() algorithm needs to catch up to improved upstream precision This is a ""narrative"" type of bug report, aka ""search the code and compare""",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-137,GNF-0066-103332ec,pytorch/pytorch,169146,bad numerics for variable length attention with cudnn,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-138,GNF-0067-0064f2a6,cupy/cupy,9823,Inconsistency between CuPy and NumPy's 1D linear interpolation,nan_inf,numerical_algorithm_or_tolerance,core_library,interp) when `inf` values are present (see the example below),low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-139,GNF-0069-88ed627b,cupy/cupy,9491,Sparse matrix (cupyx.scipy.sparse.csr_matrix) attribute 'device' shows not implemented error,dtype_casting,dtype_or_type_semantics,array_dtype_core,"array([0, 0, 1, 2, 2, 2], dtype=cp",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-140,GNF-0072-9fba4417,rapidsai/cudf,7088,[BUG] Overflow ints with nulls is being inferred as float column in CSV reader,overflow_underflow,numerical_algorithm_or_tolerance,core_library,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-141,GNF-0073-9d1db2bf,pytorch/pytorch,182928,[Inductor] Filter extremely bad triton configs by device information for triton heuristics,crash_compile,compiler_backend_or_runtime,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-142,GNF-0075-7d0d1d21,cupy/cupy,1427,cupy.random ignores size option if it is a scalar on GPU,dtype_casting,dtype_or_type_semantics,array_dtype_core,cupy.random ignores size option if it is a scalar on GPU cat:bug `cupy.random.randint` ignores `size` option if it is a scalar of `cupy.ndarray`.,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-143,GNF-0076-60dcd2da,rapidsai/cudf,3797,[BUG] Python avro unit test sporadically segfaults,crash_compile,compiler_backend_or_runtime,tests,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-144,GNF-0077-892468a4,triton-lang/triton,5065,triton 3.0.0 got FP8 GEMM precision issue with CUDA sm89,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-145,GNF-0078-20f6032e,numba/numba,10403,The np.bitwise_count() function fails,dtype_casting,dtype_or_type_semantics,array_dtype_core,"array( [ [0, 0, 0, 0], [1, 1, 0, 2], ], dtype=np",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-146,GNF-0081-5786ae97,jax-ml/jax,20568,Pallas Tutorial outputs RESOURCE_EXHAUSTED (Reopen),dtype_casting,dtype_or_type_semantics,array_dtype_core,"dtype), grid=(2, 2), in_specs=[pl",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-147,GNF-0083-c671b943,cupy/cupy,2066,Should introduce NumPy fallback mode,overflow_underflow,numerical_algorithm_or_tolerance,core_library,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-148,GNF-0084-8e030aa9,pytorch/pytorch,173638,`torch.linalg.slogdet` does not propagate `NaN` in CUDA,nan_inf,numerical_algorithm_or_tolerance,core_library,"slogdet` does not propagate `NaN` in CUDA ### 🐛 Describe the bug When the input tensor contains `NaN` values, th",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-149,GNF-0088-bbebe2a7,cupy/cupy,8391,`cp.full` with `np.nan` broken,nan_inf,numerical_algorithm_or_tolerance,core_library,"nan` broken ### Description It seems like a `numpy` 2 thing, but using `cp",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-150,GNF-0089-074c6391,cupy/cupy,8697,Creating Array with Pinned Memory fails,crash_compile,performance_or_resource_behavior,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-151,GNF-0093-6cb318e0,jax-ml/jax,21708,"ndarray.at.set(mode=""drop"") gives incorrect value for the last element in the array",precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-152,GNF-0095-e46f2dc5,pytorch/pytorch,108670,torch.jit.script produces incorrect gradients,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-153,GNF-0102-5bd04adc,jax-ml/jax,23625,"When calculating the loss, the input data does not contain NaN, but the output contains NaN",nan_inf,numerical_algorithm_or_tolerance,core_library,"When calculating the loss, the input data does not contain NaN, but the output contains NaN ### Description Please specify `cuda:0` at the ver",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-154,GNF-0104-5a61566a,triton-lang/triton,7786,triton 3.4.0 tma load error in the loop make_tensor_descriptor,nan_inf,numerical_algorithm_or_tolerance,core_library,"where(offset_m[:, None] >= offset_n[None, :], s, float('-inf')) L_ptr = L + offset_m * stride_ls D_ptr = D + offset_m * stride_ds l = tl",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-155,GNF-0105-bbfb9d59,rapidsai/cudf,11189,[BUG] Dask_cudf merge function returns too few rows,dtype_casting,dtype_or_type_semantics,array_dtype_core,ug** The dask_cudf merge functions returns too few rows when both the dtype of the column being merged on is mismatched (eg: `int64` on the left and `int32,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-156,GNF-0108-049dae8c,rapidsai/cudf,21095,[BUG] Transpose result of the DataFrame is incorrect,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-157,GNF-0112-9ee80d72,cupy/cupy,9558,Make CCCL compilation warning-free,not_numerical_failure,non_bug_feature_docs_support,core_library,The issue does not show an explicit numerical correctness failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-158,GNF-0113-e024c338,cupy/cupy,9785,Create a numpy_cupy_allclose with `NULP` (or similar) mechanism,not_numerical_failure,non_bug_feature_docs_support,core_library,The issue does not show an explicit numerical correctness failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-159,GNF-0116-96b537db,numba/numba,4449,Incorrect output dtype for operations on arrays and scalars,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-160,GNF-0117-5c96ad33,jax-ml/jax,20430,`jax.scipy.special.ndtri` edge case behavior,nan_inf,dtype_or_type_semantics,array_dtype_core,")) # Array(-inf, dtype=float32) ndtri(jnp",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-161,GNF-0118-6cddc10b,triton-lang/triton,506,[Feature Request] Support `__pow__` builtin,not_numerical_failure,non_bug_feature_docs_support,core_library,The report is primarily a feature or design request rather than a numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-162,GNF-0119-84e3156c,triton-lang/triton,2356,how to use numeric literal in fp16,dtype_casting,dtype_or_type_semantics,array_dtype_core,how to use numeric literal in fp16,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-163,GNF-0120-3d8af802,rapidsai/cudf,9975,[BUG] dask_cudf from_delayed throws exception when meta is included in the from_delayed,dtype_casting,dtype_or_type_semantics,array_dtype_core,import cudf import numpy as np from dask.dataframe import from_delayed from dask.delayed import delayed import numpy as np import cudf from dask.distributed import Client from dask_cuda import LocalCUDACluster import das,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-164,GNF-0122-2172f7de,rapidsai/cudf,17448,[BUG] Decimal division loses precision when dividing by decimals with fractional parts,not_numerical_failure,non_bug_feature_docs_support,core_library,The report is a support/API question without an explicit numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-165,GNF-0126-2958d273,rapidsai/cudf,22435,"[BUG] DataFrame.replace([inf, -inf], nan) mutates categorical column codes",nan_inf,numerical_algorithm_or_tolerance,core_library,"replace([inf, -inf], nan) mutates categorical column codes **Describe the bug** For a cuDF DataFrame con",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-166,GNF-0127-32017a62,cupy/cupy,5424,cupy gives Unknown error,crash_compile,compiler_backend_or_runtime,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-167,GNF-0129-c9f64c60,rapidsai/cudf,10591,[BUG] Passing a list to `StringMethods.strip` puts cuDF into a broken state,nan_inf,numerical_algorithm_or_tolerance,core_library,"The visible numerical symptom is NaN, Inf, or another non-finite value.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-168,GNF-0133-3e76eecf,cupy/cupy,6535,```cupyx.scipy.ndimage.zoom``` returns incorrect values,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-169,GNF-0135-51861a93,pytorch/pytorch,143288,EXCEPTION : /python3.11/distutils/core.py,crash_compile,compiler_backend_or_runtime,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-170,GNF-0137-1f5e2c55,cupy/cupy,7058,`cupyx.scipy.sparse.block_diag` working with cupy sparse matrix on GPU,performance_only,performance_or_resource_behavior,performance_resource,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness.",low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-171,GNF-0141-cd3b65ac,numba/numba,4333,Support numpy.isnan and numpy.isnat in cuda.jit kernels,nan_inf,non_bug_feature_docs_support,core_library,"good first issue Currently math.isnan is supported for checking for `NaN`s, but there's no way to check for `NaT`s easily short of viewing as an int64 and comparing to the minimum value (-9223372036854775808).",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-172,GNF-0142-fd6a822f,jax-ml/jax,32136,`jaxlib.xla_extension.XlaRuntimeError: INTERNAL: unsupported operands type` on f64 but not on f32,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-173,GNF-0149-305f23bb,jax-ml/jax,32430,CUDNN dot_product_attention fails in JAX CUDA13,dtype_casting,dtype_or_type_semantics,array_dtype_core,"PRNGKey(42), (2, 8192, 4, 128), dtype=jnp",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-174,GNF-0152-d8097288,jax-ml/jax,28547,"`special.betainc`, `stdtr`, and `stdtrit` are very slow",performance_only,performance_or_resource_behavior,performance_resource,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness.",low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-175,GNF-0156-b72349bc,jax-ml/jax,17912,"AOT FLOPS Calculation Doesn't Work, HLO FLOPS Calculation Possibly Wrong",precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-176,GNF-0163-93b2beac,pytorch/pytorch,174371,"[inductor][aot_eager] Incorrect results with torch.compile when using clone, as_strided followed by add_",precision_tolerance,numerical_algorithm_or_tolerance,core_library,[inductor][aot_eager] Incorrect results with torch,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-177,GNF-0164-cdeaf26a,triton-lang/triton,4310,Latest nightly triton causes my custom fused attention kernel to output incorrect results.,nan_inf,numerical_algorithm_or_tolerance,tests,"th import random import os import tempfile from math import inf, nan from torch",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-178,GNF-0165-0b146b77,cupy/cupy,3696,Document places for seeking for help and/or discussions,overflow_underflow,numerical_algorithm_or_tolerance,core_library,"🙂 Currently, we suggest using Stack Overflow or google groups as in issue template.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-179,GNF-0167-13076e98,triton-lang/triton,8890,Binary `max` slow by 2.11× on size 1024,performance_only,performance_or_resource_behavior,performance_resource,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness.",low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-180,GNF-0168-49dcb998,cupy/cupy,4093,A question about conversion from PyTorch Tensor,overflow_underflow,non_bug_feature_docs_support,core_library,Feel free to ask questions there or on Stack Overflow (with a `cupy` tag)!,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-181,GNF-0169-cf25d953,jax-ml/jax,18672,Incorrect flop count estimate using remat scan,dtype_casting,dtype_or_type_semantics,array_dtype_core,from typing import Dict from typing import Tuple from typing import Type import flax.linen as nn import jax import jax.numpy as jnp import optax from absl import app from absl import flags from absl import logging from f,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-182,GNF-0170-78e2d436,cupy/cupy,8807,`cupy.mod` behaves differntly with `numpy.mod` on `inf`,nan_inf,numerical_algorithm_or_tolerance,core_library,mod` on `inf` ### Description `cupy,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-183,GNF-0172-1596bb30,pytorch/pytorch,167050,"Enabling `triton.native_matmul` results in ""ValueError: numel (2097152) exceeds triton maximum tensor numel (1048576)""",dtype_casting,dtype_or_type_semantics,array_dtype_core,"74/74 [00:02<00:00, 35.82it/s] W1105 12:20:48.110000 3864099 site-packages/torch/_inductor/debug.py:510] [0/0] model__0_inference_0 debug trace: /home/ace/openpi/examples/torch_compile_debug/run_2025_11_05_12_16_36_42093",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-184,GNF-0173-29d14bbd,cupy/cupy,821,Incorrect type casting,dtype_casting,dtype_or_type_semantics,array_dtype_core,Incorrect type casting https://github,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-185,GNF-0175-551fdc3c,jax-ml/jax,37389,jax.custom_jvp produces non-deterministically wrong results (exact +2 offset) when called via vmap after processing other custom-pytree types in the same process,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-186,GNF-0178-7e3074ef,numba/numba,10116,[Feature request] Vulkan Target,not_numerical_failure,non_bug_feature_docs_support,core_library,The report is primarily a feature or design request rather than a numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-187,GNF-0180-3e16cf7e,jax-ml/jax,23179,Unsupported conversion from f64 to f16 in pallas despite not using fp16,dtype_casting,dtype_or_type_semantics,array_dtype_core,"Unsupported conversion from f64 to f16 in pallas despite not using fp16 ### Description Hi, when I try to matrix multi",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-188,GNF-0181-f206820c,triton-lang/triton,4664,3-d tl.dot for sparse matmul failed to compile when lowering to LLVM-IR,dtype_casting,dtype_or_type_semantics,array_dtype_core,"zeros((BLOCK_B, BLOCK_M, BLOCK_N), dtype=acc_dtype) x_0 = tl",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-189,GNF-0184-5cb52bd8,rapidsai/cudf,16004,[QST] cudf and kvikio? (this is actually a question about implementing RDMA in another library),not_numerical_failure,non_bug_feature_docs_support,core_library,The report is a support/API question without an explicit numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-190,GNF-0186-6c92b3b9,cupy/cupy,5328,Unexpected error while assigning array element,crash_compile,compiler_backend_or_runtime,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-191,GNF-0189-2fcb9ca4,cupy/cupy,6229,Support more interpolation methods in `cupy.percentile` and `cupy.quantile`,nan_inf,non_bug_feature_docs_support,core_library,"The visible numerical symptom is NaN, Inf, or another non-finite value.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-192,EGNF1000-0001-826741eb,pytorch/pytorch,175409,Choose rounding mode when casting to dtype,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-193,EGNF1000-0002-1b0c5bb2,jax-ml/jax,17688,larger integer matrix multiplies are > 20x slower versus floats.,precision_tolerance,numerical_algorithm_or_tolerance,core_library,larger integer matrix multiplies are > 20x slower versus floats.,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-194,EGNF1000-0003-eb21dbc8,jax-ml/jax,34917,jax.lax.scan crashes on GPU when jax_default_matmul_precision is set to any non-default value,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"jax.lax.scan crashes on GPU when jax_default_matmul_precision is set to any non-default value ### Description Setting `jax_default_matmul_precision` to any non-default value (`""tensorfloat32""`, `""high""`, or `""highest""`) causes `jax.lax.scan",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-195,EGNF1000-0004-8fe6db28,jax-ml/jax,8746,Failed to determine best cudnn convolution algorithm/No GPU/TPU found,precision_tolerance,numerical_algorithm_or_tolerance,core_library,Failed to determine best cudnn convolution algorithm/No GPU/TPU found RTX3080 / cuda11.1/cudnn 8.2.1/ubuntu16.04 This problem occurs in jaxlib-0.1.72+cuda111.,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-196,EGNF1000-0005-5aa71e10,pytorch/pytorch,167411,Torch nightly rocm6.4 pytorch-triton-rocm requirement mismatch,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"Torch nightly rocm6.4 pytorch-triton-rocm requirement mismatch ### 🐛 Describe the bug Installing nightly with rocm6.4 requires pytorch-triton-rocm==3.5.0+git7416ffcb However, pytorch-triton-rocm==3.5.0+git7416ffcb requires rocm version>=7 ~",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-197,EGNF1000-0006-eaab8dd2,pytorch/pytorch,173054,[Inconsistency] TorchInductor produces incorrect result for aten.hardswish_backward followed by aten.add,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"[Inconsistency] TorchInductor produces incorrect result for aten.hardswish_backward followed by aten.add ### 🐛 Describe the bug When compiling a function with `torch.compile`, `TorchInductor` produces results that differ from the `eager` ba",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-198,EGNF1000-0007-c9f0f664,triton-lang/triton,1808,MatMul and blocksparse matmul incorrect precision in some shape.,precision_tolerance,numerical_algorithm_or_tolerance,core_library,MatMul and blocksparse matmul incorrect precision in some shape.,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-199,EGNF1000-0008-27d07bc0,triton-lang/triton,8407,Unexpected FP32 inaccuracy in simple consecutive dot (q @ k.T @ v),precision_tolerance,dtype_or_type_semantics,array_dtype_core,"Unexpected FP32 inaccuracy in simple consecutive dot (q @ k.T @ v) The FP32 produces incorrect results, while FP16 works correctly.",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-200,EGNF1000-0009-39f6b041,jax-ml/jax,23007,Finite precision error calculations always 0 under JIT with bfloat16,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
