audit_id,blind_id,repository,issue_number,url,title,github_labels,person_a_primary_failure,person_a_is_true_numerical_failure,person_a_confidence,person_a_evidence_quote,person_a_notes,person_b_primary_failure,person_b_is_true_numerical_failure,person_b_confidence,person_b_evidence_quote,person_b_notes,adjudicated_primary_failure,adjudicated_is_true_numerical_failure,adjudicated_confidence,adjudication_reason
EG-AUDIT-068,EGNF1000-0779-45f9efc9,jax-ml/jax,35930,https://github.com/jax-ml/jax/issues/35930,Document constant folding of jnp.arange,bug,nan_inf,yes,high,Document constant folding of jnp.arange ### Description Follow-Up to #32542 Looking into #35896 I looked again into the arange code and realized that there are still quite a few undocumented cases where it might behave unexpectably: The doc,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,nan_inf,yes,high,Document constant folding of jnp.arange ### Description Follow-Up to #32542 Looking into #35896 I looked again into the arange code and realized that there are still quite a few undocumented cases where it might behave unexpectably: The doc,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,not_numerical_failure,no,high,The issue asks to document constant folding behavior.
EG-AUDIT-069,EGNF1000-0359-612f303f,cupy/cupy,3892,https://github.com/cupy/cupy/issues/3892,ROCm: Support rocFFT,pr-ongoing|hip,overflow_underflow,yes,high,"ROCm: Support rocFFT Currently we don't support the FFT library on ROCm, and attempting to do FFT would return a weird OOM error (presumably due to incorrect return code overflowing):",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,"ROCm: Support rocFFT Currently we don't support the FFT library on ROCm, and attempting to do FFT would return a weird OOM error (presumably due to incorrect return code overflowing):",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,unclear,medium,The evidence mentions an overflowing return code causing an OOM-like error.
EG-AUDIT-070,EGNF1000-0360-ddebb31a,cupy/cupy,3941,https://github.com/cupy/cupy/issues/3941,matmul fails to handle overflows for uint64 properly,cat:bug|prio:high,overflow_underflow,yes,high,matmul fails to handle overflows for uint64 properly This code,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,matmul fails to handle overflows for uint64 properly This code,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,The issue explicitly concerns matmul overflow handling for uint64.
EG-AUDIT-071,EGNF1000-0362-417b0db2,cupy/cupy,5737,https://github.com/cupy/cupy/issues/5737,Overflow on computing pointers,cat:bug|prio:medium,overflow_underflow,yes,high,Overflow on computing pointers It seems CuPy does not have policy whether to check integer (`Py_ssize_t`) overflows on computing sizes.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,Overflow on computing pointers It seems CuPy does not have policy whether to check integer (`Py_ssize_t`) overflows on computing sizes.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,The issue explicitly concerns integer overflow in pointer/size computation.
EG-AUDIT-072,EGNF1000-0363-a7096ac2,cupy/cupy,6566,https://github.com/cupy/cupy/issues/6566,Matmul result overflowing despite casting to higher precision data type,cat:bug|pr-ongoing,overflow_underflow,yes,high,"Matmul result overflowing despite casting to higher precision data type ### Description When I call np.matmul with two int8 inputs and output set to dtype=np.int16, the output can hold numbers that would overflow with int8.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,"Matmul result overflowing despite casting to higher precision data type ### Description When I call np.matmul with two int8 inputs and output set to dtype=np.int16, the output can hold numbers that would overflow with int8.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,The report says matmul results overflow despite a higher-precision output dtype.
EG-AUDIT-073,EGNF1000-0364-9630fdfe,cupy/cupy,6864,https://github.com/cupy/cupy/issues/6864,c_nnz overflowing,issue-checked,nan_inf,yes,high,c_nnz overflowing Trying to multiply two sparse matrix using cupy.cusparse.csr2gemm that results in 2563136096 non-zero elements.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,c_nnz overflowing Trying to multiply two sparse matrix using cupy.cusparse.csr2gemm that results in 2563136096 non-zero elements.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,The issue explicitly says c_nnz is overflowing.
EG-AUDIT-074,EGNF1000-0906-9b32a3b4,cupy/cupy,2334,https://github.com/cupy/cupy/issues/2334,Overflow warning in CI,cat:test|prio:high|pr-ongoing,nan_inf,yes,high,"Overflow warning in CI https://jenkins.preferred.jp/job/chainer/job/cupy_pr/210/TEST=cupy-py3,label=mn1-p100/console",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"Overflow warning in CI https://jenkins.preferred.jp/job/chainer/job/cupy_pr/210/TEST=cupy-py3,label=mn1-p100/console",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,unclear,medium,The report is about an overflow warning in CI.
EG-AUDIT-075,EGNF1000-0907-a2cef793,cupy/cupy,2390,https://github.com/cupy/cupy/issues/2390,I recently change an entire codebase from numpy to cupy only to get an error saying: cupy can not run on a singly GPU. Please is there a way to run a on a single GPU?,st:awaiting-author|issue-checked,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,not_numerical_failure,no,high,This is a support question about running CuPy on a single GPU.
EG-AUDIT-076,EGNF1000-0908-a2ef7287,cupy/cupy,2438,https://github.com/cupy/cupy/issues/2438,Need more information on: unsatisfied condition: cuda >= 9.2,st:awaiting-author,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,not_numerical_failure,no,high,This is a support question about an unsatisfied CUDA condition.
EG-AUDIT-077,EGNF1000-0909-ed65cc53,cupy/cupy,2537,https://github.com/cupy/cupy/issues/2537,cupy.cuda.memory.OutOfMemoryError,,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,crash_compile,no,high,The main symptom is a CuPy out-of-memory runtime error.
EG-AUDIT-078,EGNF1000-0910-16ea18f0,cupy/cupy,4197,https://github.com/cupy/cupy/issues/4197,[Bug Fix] This is an error why I tried to check two columns,,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,not_numerical_failure,no,medium,The issue appears to be a user support/debugging question without a numerical failure.
EG-AUDIT-079,EGNF1000-0911-31c5366f,cupy/cupy,4608,https://github.com/cupy/cupy/issues/4608,original error: libcudart.so.10.2: cannot open shared object file: No such file or directory,,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,crash_compile,no,high,The error is a missing libcudart shared library.
EG-AUDIT-080,EGNF1000-0912-1d949622,cupy/cupy,4729,https://github.com/cupy/cupy/issues/4729,b,,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,not_numerical_failure,no,low,The available issue content is too thin and appears to be support noise.
EG-AUDIT-081,EGNF1000-0913-570b8eb7,cupy/cupy,5010,https://github.com/cupy/cupy/issues/5010,"cupyx.scipy.signal.convolve2d: cannot open source file ""utility""",issue-checked,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,crash_compile,no,high,The report says a source file cannot be opened during compilation.
EG-AUDIT-082,EGNF1000-0914-fb31ad98,cupy/cupy,5044,https://github.com/cupy/cupy/issues/5044,AttributeError: module 'cupy' has no attribute 'util',issue-checked,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,"If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,crash_compile,no,high,The main symptom is an AttributeError for a missing CuPy attribute.
EG-AUDIT-083,EGNF1000-0915-c086819a,cupy/cupy,5503,https://github.com/cupy/cupy/issues/5503,Inconsistent behavior between numpy and cupy when handling shapes in array creation,cat:bug|prio:high,nan_inf,yes,high,Inconsistent behavior between numpy and cupy when handling shapes in array creation Thank you for using and contributing to CuPy!,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,nan_inf,yes,high,Inconsistent behavior between numpy and cupy when handling shapes in array creation Thank you for using and contributing to CuPy!,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,not_numerical_failure,no,medium,"The issue concerns shape handling behavior in array creation, not numerical correctness."
EG-AUDIT-084,EGNF1000-0916-b4ddc061,cupy/cupy,6047,https://github.com/cupy/cupy/issues/6047,cupyx.scipy.signal.convolve2d: integer overflow when using mixed dtypes,cat:bug|pr-ongoing,overflow_underflow,yes,high,cupyx.scipy.signal.convolve2d: integer overflow when using mixed dtypes ### Description CuPy's `convolve2d` behaves differently from SciPy's `convolve2d` when using two arrays with different dtypes.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,cupyx.scipy.signal.convolve2d: integer overflow when using mixed dtypes ### Description CuPy's `convolve2d` behaves differently from SciPy's `convolve2d` when using two arrays with different dtypes.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,The title explicitly reports integer overflow with mixed dtypes.
EG-AUDIT-085,EGNF1000-0917-679d7779,cupy/cupy,8014,https://github.com/cupy/cupy/issues/8014,`argmax` overflows for large arrays,cat:bug|prio:high,overflow_underflow,yes,high,`argmax` overflows for large arrays ### Description `argmax` returns negative indices due to overflow when called on large arrays.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,`argmax` overflows for large arrays ### Description `argmax` returns negative indices due to overflow when called on large arrays.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=overflow_underflow.,overflow_underflow,yes,high,The title explicitly says argmax overflows for large arrays.
EG-AUDIT-086,EGNF1000-0289-99eab5d4,cupy/cupy,8146,https://github.com/cupy/cupy/issues/8146,"Error when including `mma.h`: instance of overloaded function ""__half::__half"" matches the specified type",issue-checked,performance_only,no,high,PS D:\Users\Marko\Source\Repos\The Spiral Language\Spiral Compilation Tests> & 'C:\Users\mrakg\AppData\Local\Programs\Python\Python311\python.exe' 'c:\Users\mrakg\.vscode\extensions\ms-python.python-2023.22.1\pythonFiles\lib\python\debugpy,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,PS D:\Users\Marko\Source\Repos\The Spiral Language\Spiral Compilation Tests> & 'C:\Users\mrakg\AppData\Local\Programs\Python\Python311\python.exe' 'c:\Users\mrakg\.vscode\extensions\ms-python.python-2023.22.1\pythonFiles\lib\python\debugpy,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,crash_compile,no,high,The evidence shows a compile/error condition when including mma.h.
EG-AUDIT-087,EGNF1000-0249-b42d3cba,jax-ml/jax,20948,https://github.com/jax-ml/jax/issues/20948,Performance Issue Report: JAX Slower Than Autograd on GPU and CPU Setups,bug|performance,not_numerical_failure,no,high,Performance Issue Report: JAX Slower Than Autograd on GPU and CPU Setups ### Description **Introduction:** This report outlines a performance issue observed with JAX on both GPU and CPU hardware setups.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,Performance Issue Report: JAX Slower Than Autograd on GPU and CPU Setups ### Description **Introduction:** This report outlines a performance issue observed with JAX on both GPU and CPU hardware setups.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,performance_only,no,high,The report is explicitly about JAX being slower than Autograd.
EG-AUDIT-088,EGNF1000-0269-690306f7,jax-ml/jax,32873,https://github.com/jax-ml/jax/issues/32873,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh",enhancement,performance_only,no,medium,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh Is there a good reason to call the full SVD?",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,medium,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh Is there a good reason to call the full SVD?",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,The issue is about a slower implementation choice for norm.
EG-AUDIT-089,EGNF1000-0270-db8a3ff2,jax-ml/jax,3993,https://github.com/jax-ml/jax/issues/3993,any suggestions on how to improve performance for gradient step with odeint?,,performance_only,no,medium,any suggestions on how to improve performance for gradient step with odeint?,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,medium,any suggestions on how to improve performance for gradient step with odeint?,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,medium,The issue asks how to improve performance for a gradient step.
EG-AUDIT-090,EGNF1000-0388-44da768e,jax-ml/jax,21282,https://github.com/jax-ml/jax/issues/21282,simple pallas kernel hangs when input size exceeds some threshold,bug|pallas,performance_only,no,medium,simple pallas kernel hangs when input size exceeds some threshold ### Description The following simple pallas kernel that copies an array hangs indefinitely:,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,simple pallas kernel hangs when input size exceeds some threshold ### Description The following simple pallas kernel that copies an array hangs indefinitely:,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,crash_compile,no,high,"A kernel hang is an execution failure, not a speed-only complaint."
EG-AUDIT-091,EGNF1000-0455-a55146cf,jax-ml/jax,35702,https://github.com/jax-ml/jax/issues/35702,Add an `unroll` parameter to `while_loop`,enhancement,nan_inf,yes,high,"Add an `unroll` parameter to `while_loop` **Feature request:** Add an `unroll` parameter for [`while_loop`](https://docs.jax.dev/en/latest/_autosummary/jax.lax.while_loop.html), like there is for [`scan`](https://docs.jax.dev/en/latest/_aut",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,nan_inf,yes,high,"Add an `unroll` parameter to `while_loop` **Feature request:** Add an `unroll` parameter for [`while_loop`](https://docs.jax.dev/en/latest/_autosummary/jax.lax.while_loop.html), like there is for [`scan`](https://docs.jax.dev/en/latest/_aut",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,not_numerical_failure,no,high,The issue is a feature request for an unroll parameter.
EG-AUDIT-092,EGNF1000-0510-1dbde10d,jax-ml/jax,17954,https://github.com/jax-ml/jax/issues/17954,FFT implementation in float16,enhancement,performance_only,no,high,"FFT implementation in float16 Hi to the jax community, first of all, amazing project, I use it a lot !!",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,high,"FFT implementation in float16 Hi to the jax community, first of all, amazing project, I use it a lot !!",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,unclear,medium,The issue concerns float16 FFT implementation support.
EG-AUDIT-093,EGNF1000-0511-c0160bf1,jax-ml/jax,23136,https://github.com/jax-ml/jax/issues/23136,JAX segment_sum is two times slower for FP16 inputs than FP32 inputs,bug|XLA|NVIDIA GPU,performance_only,no,medium,JAX segment_sum is two times slower for FP16 inputs than FP32 inputs ### Description I find that JAX segment_sum is two times slower for FP16 inputs than FP32 inputs.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,JAX segment_sum is two times slower for FP16 inputs than FP32 inputs ### Description I find that JAX segment_sum is two times slower for FP16 inputs than FP32 inputs.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,The report is about FP16 segment_sum being slower than FP32.
EG-AUDIT-094,EGNF1000-0515-471e3424,jax-ml/jax,30548,https://github.com/jax-ml/jax/issues/30548,FP16 is considerably slower than FP32 on ROCm,bug|AMD GPU,performance_only,no,medium,FP16 is considerably slower than FP32 on ROCm ### Description FP16 is slower than FP32 on AMD GPUs using ROCm.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,FP16 is considerably slower than FP32 on ROCm ### Description FP16 is slower than FP32 on AMD GPUs using ROCm.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,The report is about FP16 being slower than FP32 on ROCm.
EG-AUDIT-095,EGNF1000-0517-9e20e692,jax-ml/jax,34748,https://github.com/jax-ml/jax/issues/34748,"Extremely slow performance of ""solve"" under JAX with bfloat16 and cuda configuration",bug,performance_only,no,medium,"Extremely slow performance of ""solve"" under JAX with bfloat16 and cuda configuration ### Description Please contact kevin.xu.1982.02.06@gmail.com or 1079602703@qq.com.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,"Extremely slow performance of ""solve"" under JAX with bfloat16 and cuda configuration ### Description Please contact kevin.xu.1982.02.06@gmail.com or 1079602703@qq.com.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,The report explicitly concerns extremely slow solve performance.
EG-AUDIT-096,EGNF1000-0540-9923a347,jax-ml/jax,22313,https://github.com/jax-ml/jax/issues/22313,FP8 XLA matmul fusion into `__cublas$lt$matmul$f8` not fully working,bug,performance_only,no,medium,"FP8 XLA matmul fusion into `__cublas$lt$matmul$f8` not fully working ### Description To achieve optimal performance in FP8 training, one needs to fuse pre- and post-scaling as well as `amax` capture directly in the [`cublasltmatmul`](https:",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,"FP8 XLA matmul fusion into `__cublas$lt$matmul$f8` not fully working ### Description To achieve optimal performance in FP8 training, one needs to fuse pre- and post-scaling as well as `amax` capture directly in the [`cublasltmatmul`](https:",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,medium,The FP8 fusion issue is framed around achieving optimal performance.
EG-AUDIT-097,EGNF1000-0606-2506ee32,jax-ml/jax,11705,https://github.com/jax-ml/jax/issues/11705,Bfloat16 matrix multiply is slower than FP16 on A100,bug|P1 (soon)|NVIDIA GPU,performance_only,no,medium,Bfloat16 matrix multiply is slower than FP16 on A100 Using an A100 Colab:,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,Bfloat16 matrix multiply is slower than FP16 on A100 Using an A100 Colab:,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,The report is about bfloat16 matmul being slower than FP16.
EG-AUDIT-098,EGNF1000-0607-ba90f2c9,jax-ml/jax,16673,https://github.com/jax-ml/jax/issues/16673,Wider support for FP8 datatypes,enhancement,performance_only,no,medium,Wider support for FP8 datatypes @jakevdp I am trying to use float8 datatypes as part of training quantized spiking neural networks but cannot initialise weights for a network because jax.random.\_uniform does not support jnp.float8_* dtypes,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,Wider support for FP8 datatypes @jakevdp I am trying to use float8 datatypes as part of training quantized spiking neural networks but cannot initialise weights for a network because jax.random.\_uniform does not support jnp.float8_* dtypes,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,unclear,medium,The issue requests wider support for FP8 datatypes.
EG-AUDIT-099,EGNF1000-0609-e556bed8,jax-ml/jax,21352,https://github.com/jax-ml/jax/issues/21352,`jax.lax.random_gamma_grad` has very slow convergence for large inputs,bug,nan_inf,yes,high,`jax.lax.random_gamma_grad` has very slow convergence for large inputs ### Description I am training a variational inference model that uses `jax.random.dirichlet` to make a Monte Carlo estimate of the ELBO (evidence lower bound).,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,nan_inf,yes,high,`jax.lax.random_gamma_grad` has very slow convergence for large inputs ### Description I am training a variational inference model that uses `jax.random.dirichlet` to make a Monte Carlo estimate of the ELBO (evidence lower bound).,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,The issue concerns very slow numerical convergence for large inputs.
EG-AUDIT-100,EGNF1000-0727-be426ba1,jax-ml/jax,36927,https://github.com/jax-ml/jax/issues/36927,Performance regression in batched jnp.linalg.solve on CPU from jax/jaxlib 0.9.2 to 0.10.0,bug,performance_only,no,medium,"Performance regression in batched jnp.linalg.solve on CPU from jax/jaxlib 0.9.2 to 0.10.0 ### Description On CPU, I’m seeing a significant performance regression in batched small linear solves between jax==0.9.2 / jaxlib==0.9.2 and jax==0.1",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=performance_regression.,dtype_casting,yes,medium,"Performance regression in batched jnp.linalg.solve on CPU from jax/jaxlib 0.9.2 to 0.10.0 ### Description On CPU, I’m seeing a significant performance regression in batched small linear solves between jax==0.9.2 / jaxlib==0.9.2 and jax==0.1",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=performance_regression.,performance_only,no,high,The issue is explicitly a performance regression.
EG-AUDIT-101,EGNF1000-0807-f618dbc2,jax-ml/jax,29470,https://github.com/jax-ml/jax/issues/29470,"`jit` compiled function overhead, help for PyTree registration",bug,crash_compile,no,medium,"When I call the function multiple times and use Nvidia Nsight Systems to profile it with `nvtx` annotations, I see that the underlying XLA call happens significantly after (even when the function is fully compiled).",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,crash_compile,no,medium,"When I call the function multiple times and use Nvidia Nsight Systems to profile it with `nvtx` annotations, I see that the underlying XLA call happens significantly after (even when the function is fully compiled).",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,performance_only,no,high,The report concerns jit compiled function overhead in profiling.
EG-AUDIT-102,EGNF1000-0048-cae04f17,numba/numba,4647,https://github.com/numba/numba/issues/4647,help diagnosing a GPU performance issue,CUDA|performance,nan_inf,yes,high,help diagnosing a GPU performance issue <!-- Thanks for opening an issue!,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,nan_inf,yes,high,help diagnosing a GPU performance issue <!-- Thanks for opening an issue!,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,performance_only,no,high,The title identifies the issue as diagnosing GPU performance.
EG-AUDIT-103,EGNF1000-0083-fcb73630,apache/tvm,18895,https://github.com/apache/tvm/issues/18895,[Bug]: Semantically equivalent ONNX graphs produce inconsistent ReduceMean results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent ReduceMean results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Pyth",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent ReduceMean results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Pyth",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=precision_tolerance.,precision_tolerance,yes,high,The report describes inconsistent ReduceMean numerical results.
